5.046874999999999556e-01,5.000000000000000000e+00
5.085312499999999902e-01,1.000000000000000000e+01
5.311249999999999583e-01,1.400000000000000000e+01
5.449062500000000364e-01,3.000000000000000000e+00
5.477499999999999591e-01,1.000000000000000000e+01
5.642500000000000293e-01,8.000000000000000000e+00
5.657187500000000480e-01,7.000000000000000000e+00
5.713437500000000391e-01,1.500000000000000000e+01
5.727812500000000195e-01,1.400000000000000000e+01
5.748437499999999867e-01,6.000000000000000000e+00
5.749999999999999556e-01,5.000000000000000000e+00
5.750625000000000320e-01,1.300000000000000000e+01
5.752812499999999662e-01,1.200000000000000000e+01
5.764375000000000471e-01,1.600000000000000000e+01
5.781562500000000382e-01,2.000000000000000000e+00
5.853125000000000133e-01,5.000000000000000000e+00
5.855624999999999858e-01,1.000000000000000000e+00
5.863749999999999796e-01,1.000000000000000000e+01
5.868750000000000355e-01,1.100000000000000000e+01
5.906875000000000320e-01,1.400000000000000000e+01
5.916562499999999947e-01,8.000000000000000000e+00
5.943749999999999867e-01,9.000000000000000000e+00
6.010312500000000169e-01,4.000000000000000000e+00
6.059687499999999449e-01,6.000000000000000000e+00
6.153750000000000053e-01,1.500000000000000000e+01
6.206562500000000204e-01,9.000000000000000000e+00
6.214062500000000488e-01,1.000000000000000000e+01
6.228124999999999911e-01,8.000000000000000000e+00
6.234062500000000506e-01,1.100000000000000000e+01
6.250937500000000036e-01,1.400000000000000000e+01
6.253437499999999760e-01,1.600000000000000000e+01
6.307500000000000329e-01,2.000000000000000000e+00
6.311875000000000124e-01,1.400000000000000000e+01
6.458749999999999769e-01,3.000000000000000000e+00
6.462812500000000293e-01,1.400000000000000000e+01
6.612187499999999662e-01,9.000000000000000000e+00
6.729374999999999662e-01,1.100000000000000000e+01
6.885937500000000044e-01,9.000000000000000000e+00
6.929687500000000222e-01,1.400000000000000000e+01
7.168750000000000400e-01,1.400000000000000000e+01
7.250625000000000542e-01,9.000000000000000000e+00
7.557187499999999947e-01,9.000000000000000000e+00
7.906250000000000222e-01,6.000000000000000000e+00
7.918749999999999956e-01,1.200000000000000000e+01
7.932500000000000107e-01,9.000000000000000000e+00
7.943124999999999769e-01,1.400000000000000000e+01
7.944999999999999840e-01,1.600000000000000000e+01
8.003437500000000204e-01,5.000000000000000000e+00
8.044062499999999893e-01,1.300000000000000000e+01
8.098750000000000115e-01,1.000000000000000000e+01
8.117499999999999716e-01,5.000000000000000000e+00
8.119374999999999787e-01,1.400000000000000000e+01
8.126250000000000417e-01,3.000000000000000000e+00
8.227499999999999813e-01,1.100000000000000000e+01
8.234062500000000062e-01,3.000000000000000000e+00
8.315937500000000204e-01,8.000000000000000000e+00
8.718749999999999556e-01,4.000000000000000000e+00
8.754999999999999449e-01,6.000000000000000000e+00
8.785625000000000240e-01,1.100000000000000000e+01
8.822499999999999787e-01,5.000000000000000000e+00
8.854062499999999503e-01,1.400000000000000000e+01
8.986250000000000071e-01,1.400000000000000000e+01
9.311562500000000187e-01,5.000000000000000000e+00
9.377499999999999725e-01,9.000000000000000000e+00
9.441874999999999574e-01,9.000000000000000000e+00
9.443437500000000373e-01,1.400000000000000000e+01
9.618750000000000355e-01,3.000000000000000000e+00
9.681874999999999787e-01,1.000000000000000000e+00
9.735312499999999591e-01,5.000000000000000000e+00
9.746249999999999636e-01,1.200000000000000000e+01
9.900624999999999565e-01,1.600000000000000000e+01
1.014250000000000096e+00,8.000000000000000000e+00
1.080312500000000009e+00,5.000000000000000000e+00
1.081531250000000055e+00,1.400000000000000000e+01
1.089031249999999895e+00,3.000000000000000000e+00
1.122343749999999973e+00,1.400000000000000000e+01
1.129687499999999956e+00,7.000000000000000000e+00
1.130937499999999929e+00,1.400000000000000000e+01
1.131343750000000092e+00,6.000000000000000000e+00
1.137093750000000014e+00,1.500000000000000000e+01
1.139250000000000096e+00,1.000000000000000000e+01
1.140875000000000083e+00,1.400000000000000000e+01
1.142718750000000005e+00,1.200000000000000000e+01
1.152468749999999931e+00,1.400000000000000000e+01
1.153218749999999959e+00,1.100000000000000000e+01
1.158781250000000096e+00,1.300000000000000000e+01
1.164062500000000000e+00,8.000000000000000000e+00
1.164656249999999948e+00,3.000000000000000000e+00
1.172812500000000036e+00,5.000000000000000000e+00
1.194406249999999892e+00,1.400000000000000000e+01
1.206124999999999892e+00,1.400000000000000000e+01
1.211781250000000032e+00,9.000000000000000000e+00
1.215343749999999945e+00,5.000000000000000000e+00
1.220718750000000075e+00,1.000000000000000000e+01
1.223125000000000018e+00,9.000000000000000000e+00
